a3_code,scientific_name,species_family,species_order
AQI,Acanthurus lineatus,Acanthuridae,ACANTHUROIDEI
AQJ,Mactra nitida,Mactridae,BIVALVIA
AQK,Caquetaia kraussii,Cichlidae,PERCOIDEI
AQL,Adelosebastes latens,Scorpaenidae,SCORPAENIFORMES
AQM,Amphipoda,,AMPHIPODA
AQN,Acanthurus nigrofuscus,Acanthuridae,ACANTHUROIDEI
AQO,Acanthurus coeruleus,Acanthuridae,ACANTHUROIDEI
AQP,Aequidens portalegrensis,Cichlidae,PERCOIDEI
AQQ,Acanthurus gahhm,Acanthuridae,ACANTHUROIDEI
AQR,Acanthurus bariene,Acanthuridae,ACANTHUROIDEI
AQS,Mactra rostrata,Mactridae,BIVALVIA
AQT,Acanthurus triostegus,Acanthuridae,ACANTHUROIDEI
AQU,Aequidens pulchrus,Cichlidae,PERCOIDEI
AQV,Acanthurus olivaceus,Acanthuridae,ACANTHUROIDEI
AQW,Mactra velata,Mactridae,BIVALVIA
AQX,Aetobatus spp.,Myliobatidae,RAJIFORMES
AQY,Asprocottus abyssalis,Abyssocottidae,SCORPAENIFORMES
AQZ,Antipatharia,,ANTHOZOA
ARA,Aristeus antennatus,Aristaeidae,NATANTIA
ARB,Ariosoma balearicum,Congridae,ANGUILLIFORMES
ARC,Acrocheilus alutaceus,Cyprinidae,CYPRINIFORMES
ARD,Arcos decoris,Gobiesocidae,GOBIESOCIFORMES
ARE,Argentina elongata,Argentinidae,SALMONIFORMES
ARF,Atheresthes stomias,Pleuronectidae,PLEURONECTIFORMES
ARG,Argentina spp.,Argentinidae,SALMONIFORMES
ARH,Neolissochilus hexagonolepis,Cyprinidae,CYPRINIFORMES
ARI,Aristeidae,Aristaeidae,NATANTIA
ARJ,Ascelichthys rhodorus,Cottidae,SCORPAENIFORMES
ARK,Arca spp.,Arcidae,BIVALVIA
ARL,Argonectes longiceps,Hemiodontidae,CHARACIFORMES
ARM,Arenicola marina,Arenicolidae,POLYCHAETA
ARN,Ariosoma anago,Congridae,ANGUILLIFORMES
ARO,Argentina kagoshimae,Argentinidae,SALMONIFORMES
ARP,Arapaima gigas,Osteoglossidae,OSTEOGLOSSIFORMES
ARQ,Aphareus rutilans,Lutjanidae,PERCOIDEI
ARR,Aspidoparia morar,Cyprinidae,CYPRINIFORMES
ARS,Aristaeomorpha foliacea,Aristaeidae,NATANTIA
ART,Artedidraco spp.,Artedidraconidae,PERCOIDEI
ARU,Argentina silus,Argentinidae,SALMONIFORMES
ARV,Aristeus varidens,Aristaeidae,NATANTIA
ARW,Austrolethops wardi,Gobiidae,GOBIOIDEI
ARX,Archolaemus blax,Sternopygidae,GYMNOTIFORMES
ARY,Argentina sphyraena,Argentinidae,SALMONIFORMES
ARZ,Apistogramma agassizii,Cichlidae,PERCOIDEI
ASA,Arripis trutta,Arripidae,PERCOIDEI
ASB,Serrivomer beani,Serrivomeridae,ANGUILLIFORMES
ASD,Alosa alosa,Clupeidae,CLUPEIFORMES
ASE,Apristurus stenseni,Scyliorhinidae,CARCHARHINIFORMES
ASF,Stemonidium hypomelas,Serrivomeridae,ANGUILLIFORMES
ASG,Arius sagor,Ariidae,SILURIFORMES
ASH,Artemesia longinaris,Penaeidae,NATANTIA
ASI,Apristurus sinensis,Scyliorhinidae,CARCHARHINIFORMES
ASJ,Aspidoparia jaya,Cyprinidae,CYPRINIFORMES
ASK,Squatinidae,Squatinidae,SQUALIFORMES
ASL,Neophoca cinerea,Otariidae,PINNIPEDIA
ASM,Scomberomorus munroi,Scombridae,SCOMBROIDEI
ASN,Ascophyllum nodosum,Fucaceae,PHAEOPHYCEAE
ASO,Apristurus spongiceps,Scyliorhinidae,CARCHARHINIFORMES
ASP,Caspialosa spp.,Clupeidae,CLUPEIFORMES
ASQ,Simenchelys parasiticus,Synaphobranchidae,ANGUILLIFORMES
ASR,Asparagopsis spp.,Bonnemaisoniaceae,RHODOPHYCEAE
AST,Astronotus spp.,Cichlidae,PERCOIDEI
ASU,Aspius aspius,Cyprinidae,CYPRINIFORMES
ASV,Asymbolus vincenti,Scyliorhinidae,CARCHARHINIFORMES
ASW,Apristurus verweyi,Scyliorhinidae,CARCHARHINIFORMES
ASX,Apsilus dentatus,Lutjanidae,PERCOIDEI
ASY,Asymbolus analis,Scyliorhinidae,CARCHARHINIFORMES
ASZ,Assurger anzac,Trichiuridae,SCOMBROIDEI
ATA,Acapoeta tanganicae,Cyprinidae,CYPRINIFORMES
ATB,Atherina boyeri,Atherinidae,ATHERINIFORMES
ATC,Catostomus catostomus,Catostomidae,CYPRINIFORMES
ATD,Anodontiglanis dahli,Plotosidae,SILURIFORMES
ATE,Catostomus tahoensis,Catostomidae,CYPRINIFORMES
ATF,Astrodoras asterifrons,Doradidae,SILURIFORMES
ATG,Arctogadus glacialis,Gadidae,GADIFORMES
ATI,Ateleopus indicus,Ateleopodidae,LAMPRIFORMES
ATJ,Chasmistes cujus,Catostomidae,CYPRINIFORMES
ATK,Pleurogrammus azonus,Hexagrammidae,SCORPAENIFORMES
ATL,Acheilognathus limbatus,Cyprinidae,CYPRINIFORMES
ATM,Atelomycterus macleayi,Scyliorhinidae,CARCHARHINIFORMES
ATN,Acheilognathus melanogaster,Cyprinidae,CYPRINIFORMES
ATO,Catostomus commersoni,Catostomidae,CYPRINIFORMES
ATP,Atherina presbyter,Atherinidae,ATHERINIFORMES
ATQ,Atherina breviceps,Atherinidae,ATHERINIFORMES
ATR,Acheilognathus rhombeus,Cyprinidae,CYPRINIFORMES
ATS,Catostomus latipinnis,Catostomidae,CYPRINIFORMES
ATT,Acheilognathus tabira,Cyprinidae,CYPRINIFORMES
ATU,Catostomus macrocheilus,Catostomidae,CYPRINIFORMES
ATV,Arctogadus borisovi,Gadidae,GADIFORMES
ATW,Atopocottus tribranchius,Cottidae,SCORPAENIFORMES
ATX,Actiniaria,,ANTHOZOA
ATY,Atelomycterus marmoratus,Scyliorhinidae,CARCHARHINIFORMES
ATZ,Allodontichthys tamazulae,Goodeidae,CYPRINODONTIFORMES
AUA,Arius leptaspis,Ariidae,SILURIFORMES
AUB,Auchenoglanis biscutatus,Bagridae,SILURIFORMES
AUC,Arius caelatus,Ariidae,SILURIFORMES
AUD,Arius dussumieri,Ariidae,SILURIFORMES
AUE,Aspiolucius esocinus,Cyprinidae,CYPRINIFORMES
AUF,Arius felis,Ariidae,SILURIFORMES
AUG,Arius gigas,Ariidae,SILURIFORMES
AUH,Aulopyge huegelii,Cyprinidae,CYPRINIFORMES
AUI,Arius arius,Ariidae,SILURIFORMES
AUJ,Arius jella,Ariidae,SILURIFORMES
AUK,Aulohalaelurus kanakorum,Scyliorhinidae,CARCHARHINIFORMES
AUL,Aulohalaelurus labiosus,Scyliorhinidae,CARCHARHINIFORMES
AUM,Aphyocharacidium melandetum,Characidae,CHARACIFORMES
AUN,Arius nasutus,Ariidae,SILURIFORMES
AUO,Auchenoglanis occidentalis,Bagridae,SILURIFORMES
AUP,Austropotamobius pallipes,Astacidae,REPTANTIA
AUQ,Arius manillensis,Ariidae,SILURIFORMES
AUR,Arius latiscutatus,Ariidae,SILURIFORMES
AUS,Austroglanis sclateri,Bagridae,SILURIFORMES
AUT,Netuma bilineata,Ariidae,SILURIFORMES
AUU,Abudefduf luridus,Pomacentridae,PERCOIDEI
AUV,Arius venosus,Ariidae,SILURIFORMES
AUW,Arius sona,Ariidae,SILURIFORMES
AUX,Netuma thalassina,Ariidae,SILURIFORMES
AUY,Arius platystomus,Ariidae,SILURIFORMES
AUZ,Agmus scabriceps,Aspredinidae,SILURIFORMES
AVA,Cetengraulis edentulus,Engraulidae,CLUPEIFORMES
AVB,Archosargus rhomboidalis,Sparidae,PERCOIDEI
AVC,Astropecten irregularis,Astropectinidae,ASTEROIDEA
AVD,Aristeus virilis,Aristaeidae,NATANTIA
AVE,Adventor elongatus,Aploactinidae,SCORPAENIFORMES
AVF,Afromastacembelus flavidus,Mastacembelidae,SYNBRANCHIFORMES
AVG,Anseropoda placenta,Asterinidae,ASTEROIDEA
AVH,Aluterus heudelotii,Monacanthidae,TETRAODONTIFORMES
AVI,Acesta maui,Limidae,BIVALVIA
AVJ,Arachnopusia inchoata,Arachnopusiidae,BRYOZOA
AVK,Austrodecus simulans,Austrodecidae,PYCNOGONIDA
AVL,Algansea lacustris,Cyprinidae,CYPRINIFORMES
AVM,Ammodytes americanus,Ammodytidae,TRACHINOIDEI
AVN,Aptocyclus ventricosus,Cyclopteridae,SCORPAENIFORMES
AVO,Anoplagonus inermis,Agonidae,SCORPAENIFORMES
AVP,Andriashevia aptera,Zoarcidae,ZOARCOIDEI
AVQ,Acanthurus sohal,Acanthuridae,ACANTHUROIDEI
AVR,Aprion virescens,Lutjanidae,PERCOIDEI
AVS,Alepocephalus australis,Alepocephalidae,SALMONIFORMES
AVT,Anotopterus vorax,Anotopteridae,AULOPIFORMES
AVU,Agonopsis vulsa,Agonidae,SCORPAENIFORMES
AVV,Astrotoma agassizii,Gorgonocephalidae,OPHIUROIDEA
AVW,Antennarius pardalis,Antennariidae,LOPHIIFORMES
AVX,Atherina spp.,Atherinidae,ATHERINIFORMES
AVY,Aprion spp.,Lutjanidae,PERCOIDEI
AVZ,Asteronyx loveni,Asteronychidae,OPHIUROIDEA
AWA,Awaous aeneofuscus,Gobiidae,GOBIOIDEI
AWB,Gymnothorax bacalladoi,Muraenidae,ANGUILLIFORMES
AWC,Astrothorax waitei,Gorgonocephalidae,OPHIUROIDEA
AWD,Andrias davidianus,Cryptobranchidae,CAUDATA
AWE,Atractoscion aequidens,Sciaenidae,PERCOIDEI
AWF,Acestrorhynchus microlepis,Acestrorhynchidae,CHARACIFORMES
AWG,Gymnothorax afer,Muraenidae,ANGUILLIFORMES
AWH,Acanthoplesiops hiatti,Plesiopidae,PERCOIDEI
AWI,Aluterus schoepfii,Monacanthidae,TETRAODONTIFORMES
AWJ,Arius parkii,Ariidae,SILURIFORMES
AWK,Serrivomer spp.,Serrivomeridae,ANGUILLIFORMES
AWL,Antennarius striatus,Antennariidae,LOPHIIFORMES
AWM,Enchelycore anatina,Muraenidae,ANGUILLIFORMES
AWN,Artedidraco loennbergi,Artedidraconidae,PERCOIDEI
AWO,Artedidraco orianae,Artedidraconidae,PERCOIDEI
AWP,Sciades parkeri,Ariidae,SILURIFORMES
AWQ,Awaous lateristriga,Gobiidae,GOBIOIDEI
AWR,Amphiarius rugispinis,Ariidae,SILURIFORMES
AWS,Artedidraco shackletoni,Artedidraconidae,PERCOIDEI
AWT,Chalcalburnus tarichi,Cyprinidae,CYPRINIFORMES
AWU,Acanthopagrus arabicus,Sparidae,PERCOIDEI
AWV,Acanthopagrus sheim,Sparidae,PERCOIDEI
AWW,Dalophis imberbis,Ophichthidae,ANGUILLIFORMES
AWX,Arius spp.,Ariidae,SILURIFORMES
AWY,Arius phrygiatus,Ariidae,SILURIFORMES
AWZ,Anodus elongatus,Hemiodontidae,CHARACIFORMES
AXA,Axoclinus carminalis,Tripterygiidae,OTHER PERCIFORMES
AXB,Cancelloxus burrelli,Clinidae,OTHER PERCIFORMES
AXC,Xenodermichthys copei,Alepocephalidae,SALMONIFORMES
AXD,Aplocheilus panchax,Aplocheilidae,CYPRINODONTIFORMES
AXE,Ammocryptocharax elegans,Characidae,CHARACIFORMES
AXF,Astyanax fasciatus,Characidae,CHARACIFORMES
AXG,Carcinoplax longimanus,Goneplacidae,BRACHYURA
AXH,Sargocentron hastatum,Holocentridae,BERYCIFORMES
AXI,Axelrodia riesei,Characidae,CHARACIFORMES
AXJ,Ascidia challengeri,Ascidiidae,ASCIDIACEA
AXK,Austropallene brachyura,Callipallenidae,PYCNOGONIDA
AXL,Acanthosphex leurynnis,Aploactinidae,SCORPAENIFORMES
AXM,Asymbolus spp.,Scyliorhinidae,CARCHARHINIFORMES
AXN,Paralabrax nebulifer,Serranidae,PERCOIDEI
AXO,Axiopsis baronai,Axiidae,REPTANTIA
AXP,Arius proops,Ariidae,SILURIFORMES
AXQ,Acanthurus spp.,Acanthuridae,ACANTHUROIDEI
AXR,Aristeus spp.,Aristaeidae,NATANTIA
AXS,Asterropteryx ensiferus,Gobiidae,GOBIOIDEI
AXT,Stylasteridae,Stylasteridae,HYDROZOA
AXU,Aplidiopsis discoveryi,Polyclinidae,ASCIDIACEA
AXV,Oreochromis andersonii x O. niloticus,Cichlidae,PERCOIDEI
AXW,Sciaena deliciosa,Sciaenidae,PERCOIDEI
AXY,Aphyocharax erythrurus,Characidae,CHARACIFORMES
AXZ,Gymnothorax spp.,Muraenidae,ANGUILLIFORMES
AYA,Euastacus armatus,Parastacidae,REPTANTIA
AYB,Asterophysus batrachus,Auchenipteridae,SILURIFORMES
AYC,Chologaster cornuta,Amblyopsidae,PERCOPSIFORMES
AYD,Bathyprion danae,Alepocephalidae,SALMONIFORMES
AYE,Apterygocampus epinnulatus,Syngnathidae,SYNGNATHIFORMES
AYF,Aphareus furca,Lutjanidae,PERCOIDEI
AYG,Anyperodon leucogrammicus,Serranidae,PERCOIDEI
AYH,Aphyocypris chinensis,Cyprinidae,CYPRINIFORMES
AYI,Daysciaena albida,Sciaenidae,PERCOIDEI
AYJ,Amblypomacentrus breviceps,Pomacentridae,PERCOIDEI
AYK,Trachemys scripta,Emydidae,TESTUDINES
AYL,Auchenipterichthys longimanus,Auchenipteridae,SILURIFORMES
AYM,Bathytroctes microlepis,Alepocephalidae,SALMONIFORMES
AYN,Bathylaco nielseni,Alepocephalidae,SALMONIFORMES
AYP,Ammocrypta clara,Percidae,PERCOIDEI
AYQ,Ameghinomya antiqua,Veneridae,BIVALVIA
AYR,Acyrtus artius,Gobiesocidae,GOBIESOCIFORMES
AYS,Astacidae, Cambaridae,,REPTANTIA
AYT,Allomycterus pilatus,Diodontidae,TETRAODONTIFORMES
AYU,Ammocrypta pellucida,Percidae,PERCOIDEI
AYV,Aphyonus brevidorsalis,Aphyonidae,OPHIDIIFORMES
AYW,Malaclemys terrapin,Emydidae,TESTUDINES
AYX,Acanthicus hystrix,Loricariidae,SILURIFORMES
AYY,Acyrtops beryllinus,Gobiesocidae,GOBIESOCIFORMES
AYZ,Austrolycus depressiceps,Zoarcidae,ZOARCOIDEI
AZA,Anduzedoras arleoi,Doradidae,SILURIFORMES
AZB,Chlopsis olokun,Chlopsidae,ANGUILLIFORMES
AZC,Acanthogorgia armata,Acanthogorgiidae,ANTHOZOA
AZD,Antarcturus oryx,Antarcturidae,ISOPODA
AZE,Azurina eupalama,Pomacentridae,PERCOIDEI
AZF,Conocara macropterum,Alepocephalidae,SALMONIFORMES
AZG,Argobuccinum argus,Ranellidae,GASTROPODA
AZH,Anaecypris hispanica,Cyprinidae,CYPRINIFORMES
AZI,Ijimaia loppei,Ateleopodidae,LAMPRIFORMES
AZJ,Arcturides cornutus,Arcturididae,ISOPODA
AZK,Bathytroctes michaelsarsi,Alepocephalidae,SALMONIFORMES
AZL,Acodontaster elongatus,Odontasteridae,ASTEROIDEA
AZM,Leptoderma macrops,Alepocephalidae,SALMONIFORMES
AZN,Anthoathecatae,,HYDROZOA
AZO,Aciculites pulchra,Scleritodermidae,DEMOSPONGIAE
AZP,Azygopus pinnifasciatus,Pleuronectidae,PLEURONECTIFORMES
AZQ,Callyspongia ramosa,Callyspongiidae,DEMOSPONGIAE
AZR,Acestrorhynchidae,Acestrorhynchidae,CHARACIFORMES
AZS,Aspistor quadriscutis,Ariidae,SILURIFORMES
AZT,Artedidraco mirus,Artedidraconidae,PERCOIDEI
AZU,Einara macrolepis,Alepocephalidae,SALMONIFORMES
AZV,Atherina lopeziana,Atherinidae,ATHERINIFORMES
AZW,Ascidia mentula,Ascidiidae,ASCIDIACEA
AZX,Aphareus spp.,Lutjanidae,PERCOIDEI
AZY,Polyclinum aurantium,Polyclinidae,ASCIDIACEA
AZZ,Antennarius indicus,Antennariidae,LOPHIIFORMES
BAA,Bathylagus antarcticus,Bathylagidae,SALMONIFORMES
BAB,Sphyraena qenie,Sphyraenidae,OTHER PERCIFORMES
BAC,Sphyraena jello,Sphyraenidae,OTHER PERCIFORMES
BAD,Austrobatrachus dussumieri,Batrachoididae,BATRACHOIDIFORMES
BAE,Balaenopteridae,Balaenopteridae,MYSTICETI
BAF,Ablennes hians,Belonidae,BELONIFORMES
BAG,Sphyraena afra,Sphyraenidae,OTHER PERCIFORMES
BAH,Paralichthys olivaceus,Paralichthyidae,PLEURONECTIFORMES
BAI,Batoidimorpha (Hypotremata),,PISCES MISCELLANEA
BAJ,Lateolabrax japonicus,Lateolabracidae,PERCOIDEI
BAK,Barbuligobius boehlkei,Gobiidae,GOBIOIDEI
BAL,Hemiramphus brasiliensis,Hemiramphidae,BELONIFORMES
BAM,Bathyraja maccaini,Rajidae,RAJIFORMES
BAN,Sphyraena putnamae,Sphyraenidae,OTHER PERCIFORMES
BAO,Platax teira,Ephippidae,ACANTHUROIDEI
BAP,Paralabrax humeralis,Serranidae,PERCOIDEI
BAQ,Sphyraena flavicauda,Sphyraenidae,OTHER PERCIFORMES
BAR,Sphyraena spp.,Sphyraenidae,OTHER PERCIFORMES
BAS,Serranus spp.,Serranidae,PERCOIDEI
BAT,Platax spp.,Ephippidae,ACANTHUROIDEI
BAU,Sarda australis,Scombridae,SCOMBROIDEI
BAV,Bractechlamys vexillum,Pectinidae,BIVALVIA
BAW,Berardius arnuxii,Ziphiidae,ODONTOCETI
BAX,Paralichthys spp.,Paralichthyidae,PLEURONECTIFORMES
BAY,Amphichthys cryptocentrus,Batrachoididae,BATRACHOIDIFORMES
BAZ,Sphyraenidae,Sphyraenidae,OTHER PERCIFORMES
BBA,Barbonymus altus,Cyprinidae,CYPRINIFORMES
BBB,Barbus bynni,Cyprinidae,CYPRINIFORMES
BBC,Barboides gracilis,Cyprinidae,CYPRINIFORMES
BBD,Batrachomoeus occidentalis,Batrachoididae,BATRACHOIDIFORMES
BBE,Bathylagus euryops,Bathylagidae,SALMONIFORMES
BBF,Barbourisia rufa,Barbourisiidae,CETOMIMIFORMES
BBG,Bathylagus gracilis,Bathylagidae,SALMONIFORMES
BBH,Alosa aestivalis,Clupeidae,CLUPEIFORMES
BBI,Barbus altidorsalis,Cyprinidae,CYPRINIFORMES
BBJ,Barbus capensis,Cyprinidae,CYPRINIFORMES
BBK,Barbus callensis,Cyprinidae,CYPRINIFORMES
BBL,Batrachoides liberiensis,Batrachoididae,BATRACHOIDIFORMES
BBM,Scomberomorus semifasciatus,Scombridae,SCOMBROIDEI
BBN,Barbus aeneus,Cyprinidae,CYPRINIFORMES
BBO,Bathylagus ochotensis,Bathylagidae,SALMONIFORMES
BBP,Bathylagus pacificus,Bathylagidae,SALMONIFORMES
BBQ,Barbus canis,Cyprinidae,CYPRINIFORMES
BBR,Barbodes balleroides,Cyprinidae,CYPRINIFORMES
BBS,Scorpaena porcus,Scorpaenidae,SCORPAENIFORMES
BBT,Barbodes platysoma,Cyprinidae,CYPRINIFORMES
BBU,Barbus altianalis,Cyprinidae,CYPRINIFORMES
BBV,Barbopsis devecchii,Cyprinidae,CYPRINIFORMES
BBW,Mesoplodon densirostris,Ziphiidae,ODONTOCETI
BBX,Bifax lacinia,Batrachoididae,BATRACHOIDIFORMES
BBY,Batrichthys albofasciatus,Batrachoididae,BATRACHOIDIFORMES
BBZ,Barbus cyclolepis,Cyprinidae,CYPRINIFORMES
BCA,Chandramara chandramara,Bagridae,SILURIFORMES
BCB,Odontesthes bonariensis,Atherinidae,ATHERINIFORMES
BCC,Bryconaethiops boulengeri,Alestidae,CHARACIFORMES
BCE,Brycinus leuciscus,Alestidae,CHARACIFORMES
BCF,Bothrocarina microcephala,Zoarcidae,ZOARCOIDEI
BCG,Chrysichthys grandis,Bagridae,SILURIFORMES
BCH,Chatrabus damaranus,Batrachoididae,BATRACHOIDIFORMES
BCI,Chrysichthys cranchii,Bagridae,SILURIFORMES
BCJ,Chrysichthys ornatus,Bagridae,SILURIFORMES
BCK,Baileychromis centropomoides,Cichlidae,PERCOIDEI
BCL,Saxidomus giganteus,Veneridae,BIVALVIA
BCM,Brycon moorei,Characidae,CHARACIFORMES
BCN,Chrysichthys longipinnis,Bagridae,SILURIFORMES
BCO,Brycinus longipinnis,Alestidae,CHARACIFORMES
BCP,Buccinum humphreysianum,Buccinidae,GASTROPODA
BCQ,Bactronophorus thoracites,Teredinidae,BIVALVIA
BCR,Chrysichthys brachynema,Bagridae,SILURIFORMES
BCS,Chrysichthys mabusi,Bagridae,SILURIFORMES
BCT,Chrysichthys maurus,Bagridae,SILURIFORMES
BCU,Brycinus luteus,Alestidae,CHARACIFORMES
BCV,Bathymicrops brevianalis,Ipnopidae,AULOPIFORMES
BCW,Ziphius cavirostris,Ziphiidae,ODONTOCETI
BCX,Clypeaster rotundus,Clypeasteridae,ECHINOIDEA
BCY,Chrysichthys auratus,Bagridae,SILURIFORMES
BCZ,Bostrychus zonatus,Eleotridae,GOBIOIDEI
BDA,Brachydanio acuticephala,Cyprinidae,CYPRINIFORMES
BDB,Badis badis,Nandidae,PERCOIDEI
BDC,Bidenichthys capensis,Bythitidae,OPHIDIIFORMES
BDD,Daector dowi,Batrachoididae,BATRACHOIDIFORMES
BDE,Bodianus eclancheri,Labridae,PERCOIDEI
BDF,Benthodesmus macrophthalmus,Trichiuridae,SCOMBROIDEI
BDG,Boridia grossidens,Haemulidae,PERCOIDEI
BDH,Bathydraco macrolepis,Bathydraconidae,PERCOIDEI
BDI,Bodianus diplotaenia,Labridae,PERCOIDEI
BDJ,Bathydraco marri,Bathydraconidae,PERCOIDEI
BDK,Balistoides conspicillum,Balistidae,TETRAODONTIFORMES
BDL,Benthodesmus elongatus,Trichiuridae,SCOMBROIDEI
BDM,Pogonias cromis,Sciaenidae,PERCOIDEI
BDN,Bathydraco antarcticus,Bathydraconidae,PERCOIDEI
BDO,Blennodon dorsale,Tripterygiidae,OTHER PERCIFORMES
BDP,Brosmodorsalis persicinus,Bythitidae,OPHIDIIFORMES
BDQ,Bodianus axillaris,Labridae,PERCOIDEI
BDR,Bodianus rufus,Labridae,PERCOIDEI
BDS,Betta splendens,Belontiidae,STROMATEOIDEI, ANABANTOIDEI
BDT,Bodianus perditio,Labridae,PERCOIDEI
BDU,Bathypterois dubius,Ipnopidae,AULOPIFORMES
BDV,Bohadschia vitiensis,Holothuriidae,HOLOTHUROIDEA
BDW,Mesoplodon bowdoini,Ziphiidae,ODONTOCETI
BDX,Bohadschia similis,Holothuriidae,HOLOTHUROIDEA
BDY,Bodianus spp.,Labridae,PERCOIDEI
BDZ,Balistoides viridescens,Balistidae,TETRAODONTIFORMES
BEA,Bathyraja eatonii,Rajidae,RAJIFORMES
BEB,Bagre bagre,Ariidae,SILURIFORMES
BEC,Bagre pinnimaculatus,Ariidae,SILURIFORMES
BED,Bertella idiomorpha,Oneirodidae,LOPHIIFORMES
BEE,Benthalbella elongata,Scopelarchidae,AULOPIFORMES
BEF,Belonepterygion fasciolatum,Plesiopidae,PERCOIDEI
BEG,Pterygotrigla polyommata,Triglidae,SCORPAENIFORMES
BEH,Benthodesmus spp.,Trichiuridae,SCOMBROIDEI
BEI,Bagre panamensis,Ariidae,SILURIFORMES
BEJ,Boulengerochromis microlepis,Cichlidae,PERCOIDEI
BEK,Blennioclinus brachycephalus,Clinidae,OTHER PERCIFORMES
BEL,Delphinapterus leucas,Monodontidae,ODONTOCETI
BEM,Bagre marinus,Ariidae,SILURIFORMES
BEN,Belonidae,Belonidae,BELONIFORMES
BEO,Blepsias bilobus,Hemitripteridae,SCORPAENIFORMES
BEP,Sarda chiliensis,Scombridae,SCOMBROIDEI
BEQ,Barnea candida,Pholadidae,BIVALVIA
BER,Brachypterois serrulata,Scorpaenidae,SCORPAENIFORMES
BES,Belone spp.,Belonidae,BELONIFORMES
BET,Thunnus obesus,Scombridae,SCOMBROIDEI
BEU,Belonophago hutsebouti,Distichodontidae,CHARACIFORMES
BEV,Bathypectinura heros,Ophiodermatidae,OPHIUROIDEA
BEW,Berardius bairdii,Ziphiidae,ODONTOCETI
BEX,Buccinum spp.,Buccinidae,GASTROPODA
BEY,Bellapiscis lesleyae,Tripterygiidae,OTHER PERCIFORMES
BEZ,Bero zanclus,Cottidae,SCORPAENIFORMES
BFA,Brachynectes fasciatus,Tripterygiidae,OTHER PERCIFORMES
BFB,Benthophiloides brauneri,Gobiidae,GOBIOIDEI
BFC,Brephostoma carpenteri,Epigonidae,PERCOIDEI
BFD,Bathydraco scotiae,Bathydraconidae,PERCOIDEI
BFE,Brachyistius frenatus,Embiotocidae,PERCOIDEI
BFF,Brachidontes purpuratus,Mytilidae,BIVALVIA
BFG,Blennophis anguillaris,Clinidae,OTHER PERCIFORMES
BFH,Brachidontes rodriguezii,Mytilidae,BIVALVIA
BFI,Boleophthalmus birdsongi,Gobiidae,GOBIOIDEI
BFJ,Brachyrhaphis cascajalensis,Poeciliidae,CYPRINODONTIFORMES
BFK,Spaniblennius clandestinus,Blenniidae,OTHER PERCIFORMES
BFL,Bathymicrops regis,Ipnopidae,AULOPIFORMES
BFM,Bathycallionymus formosanus,Callionymidae,OTHER PERCIFORMES
BFN,Barbulifer antennatus,Gobiidae,GOBIOIDEI
BFO,Bathypterois grallator,Ipnopidae,AULOPIFORMES
BFP,Boleophthalmus pectinirostris,Gobiidae,GOBIOIDEI
BFQ,Bathypterois quadrifilis,Ipnopidae,AULOPIFORMES
BFR,Benthophilus baeri,Gobiidae,GOBIOIDEI
BFS,Barbonymus schwanenfeldii,Cyprinidae,CYPRINIFORMES
BFT,Thunnus thynnus,Scombridae,SCOMBROIDEI
BFU,Paragorgia arborea,Paragorgiidae,ANTHOZOA
BFV,Paragorgia johnsoni,Paragorgiidae,ANTHOZOA
BFW,Balaenoptera bonaerensis,Balaenopteridae,MYSTICETI
BFX,Bathysphyraenops simplex,Howellidae,PERCOIDEI
BFY,Bacillariophyceae,,BACILLARIOPHYCEAE
BFZ,Bathygadus favosus,Macrouridae,GADIFORMES
BGA,Aorichthys aor,Bagridae,SILURIFORMES
BGB,Belonoglanis brieni,Amphiliidae,SILURIFORMES
BGC,Gephyroglanis congicus,Bagridae,SILURIFORMES
BGD,Gnathobagrus depressus,Bagridae,SILURIFORMES
BGE,Bagrus meridionalis,Bagridae,SILURIFORMES
BGF,Brachyglanis frenata,Pimelodidae,SILURIFORMES
BGG,Bagarius bagarius,Sisoridae,SILURIFORMES
BGH,Bagrichthys hypselopterus,Bagridae,SILURIFORMES
BGI,Bothragonus swanii,Agonidae,SCORPAENIFORMES
BGJ,Bagrus bajad,Bagridae,SILURIFORMES
BGK,Bagrus docmak,Bagridae,SILURIFORMES
BGL,Bagroides melapterus,Bagridae,SILURIFORMES
BGM,Bagrichthys macropterus,Bagridae,SILURIFORMES
BGN,Bathygadus melanobranchus,Macrouridae,GADIFORMES
BGO,Bathygadus macrops,Macrouridae,GADIFORMES
BGP,Bergiaria platana,Pimelodidae,SILURIFORMES
BGQ,Bentheogennema borealis,Benthesicymidae,NATANTIA
BGR,Pomadasys incisus,Haemulidae,PERCOIDEI
BGS,Bathyagonus alascanus,Agonidae,SCORPAENIFORMES
BGU,Bathygobius fuscus,Gobiidae,GOBIOIDEI
BGV,Albula glossodonta,Albulidae,ALBULIFORMES
BGW,Mesoplodon europaeus,Ziphiidae,ODONTOCETI
BGX,Pomadasys spp.,Haemulidae,PERCOIDEI
BGY,Bedotia geayi,Bedotiidae,ATHERINIFORMES
BGZ,Pomadasys rogerii,Haemulidae,PERCOIDEI
BHA,Hemiramphus balao,Hemiramphidae,BELONIFORMES
BHB,Hemibagrus baramensis,Bagridae,SILURIFORMES
BHC,Bahaba chaptis,Sciaenidae,PERCOIDEI
BHD,Halobatrachus didactylus,Batrachoididae,BATRACHOIDIFORMES
